,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change
1116,2019-06-10,42.58,52930.0,4.11,6.87,53.26,-1.35,25.92,2.78,12.62,29220.0,3.49,50.9,13110.0,3.1,52.37,97.6,192.57,1300.0,9.12,21730.0,25.257023,97600.0,101.54,1.21,66.5,28000.0,0.0,292.5,7823.17,522200.00000000006,1.05,2852.13,16660000.0,0.86,96.76,0.23,1768.5,40.32,0.58,5877.0,1.43,14.05,618.53,-2.09
1117,2019-06-11,43.42,58270.0,1.97,6.87,53.27,0.02,25.67,-0.96,13.08,33010.0,3.63,51.55,11970.0,1.28,52.47,89.33,193.34,1130.0,9.19,18610.0,25.616863,114800.0,103.23,1.67,66.5,28000.0,0.0,292.5,7822.57,534580.0,-0.01,2925.72,26050000.0,2.58,96.69,-0.07,1771.75,44.82,0.18,5892.5,0.26,13.99,510.59,-0.43
1118,2019-06-12,41.85,75990.0,-3.62,6.87,51.14,-4.0,25.48,-0.74,13.18,30510.0,0.76,50.75,9380.0,-1.55,51.28,74.05,188.85,483.58,8.54,11920.0,25.111141,55700.0,101.63,-1.55,66.5,28000.0,0.0,292.5,7792.72,481740.0,-0.38,2909.38,24030000.0,-0.56,97.0,0.32,1782.75,38.14,0.62,5852.5,-0.68,13.54,437.6,-3.22
1119,2019-06-13,42.78,40840.0,2.22,6.87,52.28,2.23,25.63,0.59,13.57,30690.0,2.99,50.22,6810.0,-1.04,51.67,53.14,189.76,381.07,8.71,11450.0,25.412628,86400.0,102.65,1.0,66.5,28000.0,0.0,292.5,7837.13,460870.0,0.57,2910.74,21300000.0,0.05,97.01,0.01,1779.0,43.08,-0.21,5864.75,0.21,14.01,589.34,3.47
1120,2019-06-14,42.98,37170.0,0.47,6.87,52.51,0.44,25.73,0.39,12.75,34930.0,-6.09,49.35,6260.0,-1.73,50.32,81.6,184.98,693.89,8.02,14860.0,25.111141,51400.0,101.32,-1.3,66.0,28000.0,0.0,292.5,7796.66,465370.0,-0.52,2881.97,21540000.0,-0.99,97.57,0.58,1756.5,26.23,-1.26,5808.0,-0.97,14.07,598.74,0.43
1121,2019-06-17,45.01,61580.0,4.72,6.87,51.93,-1.1,25.72,-0.04,13.0,23940.0,2.02,49.1,5300.0,-0.51,50.14,58.45,182.86,358.27,7.86,8600.0,25.208395,58800.0,101.66,0.34,66.0,28000.0,0.0,292.8,7845.02,502920.0,0.62,2887.62,15400000.0,0.2,97.56,-0.01,1749.25,34.02,-0.41,5850.75,0.74,14.31,448.41,1.71
1122,2019-06-18,44.95,63580.0,-0.13,6.87,53.9,3.79,25.82,0.39,12.94,10060.0,-0.53,49.2,5470.0,0.2,52.19,84.24,190.77,950.03,8.88,26060.0,25.208395,93300.0,100.82,-0.82,66.0,28000.0,0.0,293.1,7953.88,567690.0,1.39,2890.16,14770000.0,0.09,97.64,0.08,1781.0,76.21,1.82,5955.0,1.78,15.21,1320.0,6.29
1123,2019-06-19,45.29,32880.0,0.76,6.87,53.76,-0.26,25.67,-0.58,13.26,31890.0,2.48,49.6,9250.0,0.81,52.3,22.68,191.15,477.53,8.9,13180.0,25.111141,61900.0,100.76,-0.06,66.0,28000.0,0.0,293.4,7987.32,536800.0,0.42,2917.8,23080000.0,0.96,97.12,-0.53,1786.25,42.13,0.29,5894.5,-1.02,16.07,1280.0,5.65
1124,2019-06-20,43.92,59320.0,-3.02,6.87,56.65,5.38,25.81,0.55,13.77,38900.0,3.85,50.29,12120.0,1.39,52.9,28.51,192.76,1120.0,9.14,19160.0,25.402906,217500.0,102.1,1.33,66.0,28000.0,0.0,293.7,8051.34,528690.0,0.8,2987.12,29100000.0,2.38,96.63,-0.5,1783.25,40.6,-0.17,5972.25,1.32,16.16,724.0,0.56
1125,2019-06-21,44.37,41010.0,1.02,6.87,57.43,1.38,26.03,0.85,13.99,43210.0,1.64,50.55,10650.0,0.52,52.56,46.93,191.66,444.73,8.96,12220.0,25.393179,457900.0,102.04,-0.06,66.0,28000.0,0.0,294.0,8031.71,1200000.0,-0.24,3001.98,28700000.0,0.5,96.22,-0.42,1769.0,38.13,-0.8,5961.25,-0.18,16.43,1250.0,1.67
1126,2019-06-24,44.73,28750.0,0.81,6.87,57.9,0.82,27.13,4.23,13.71,26430.0,-1.99,50.76,6540.0,0.42,52.37,32.16,191.86,705.28,9.01,9430.0,25.266747,371600.0,101.68,-0.35,66.0,28000.0,0.0,293.6,8005.7,528180.0,-0.32,3008.15,21050000.0,0.21,95.98,-0.25,1794.0,32.41,1.41,5967.5,0.1,16.21,1220.0,-1.34
1127,2019-06-25,43.95,30910.0,-1.74,6.87,57.83,-0.12,27.21,0.29,14.24,43820.0,3.84,49.9,7870.0,-1.69,51.67,32.72,189.21,472.22,8.62,12210.0,25.198669,418400.0,101.46,-0.21,65.0,28000.0,0.0,293.2,7884.72,547780.0,-1.51,2982.07,24370000.0,-0.87,96.14,0.17,1815.25,34.08,1.18,6014.25,0.78,15.82,651.57,-2.41
1128,2019-06-26,43.85,42540.0,-0.23,6.87,59.38,2.68,28.2,3.64,15.39,74210.0,8.05,50.03,5710.0,0.26,53.15,28.59,195.32,585.08,9.43,19280.0,25.257023,47800.0,101.58,0.11,65.0,27885.0,-0.41,292.8,7909.97,537920.0,0.32,2976.28,17440000.0,-0.19,96.21,0.07,1821.0,29.8,0.32,5995.5,-0.31,15.97,711.96,0.95
1129,2019-06-27,44.57,31700.0,1.64,6.87,59.43,0.08,27.7,-1.77,16.02,67490.0,4.14,50.54,8119.999999999999,1.02,54.13,30.46,198.16,520.32,9.85,13570.0,25.456158,82600.0,102.61,1.02,65.0,28770.0,3.17,292.4,7967.76,523929.99999999994,0.73,2996.79,19540000.0,0.69,96.19,-0.02,1790.25,37.0,-1.69,5999.75,0.07,16.14,554.54,1.06
1130,2019-06-28,44.69,34260.0,0.27,6.87,58.47,-1.62,27.05,-2.35,16.02,37050.0,0.0,50.72,5520.0,0.36,54.32,38.83,198.41,843.35,9.89,11230.0,25.593493,81800.0,103.08,0.45,65.0,28650.0,-0.42,292.0,8006.24,1760000.0,0.48,2978.88,18140000.0,-0.6,96.13,-0.06,1800.25,48.1,0.56,6000.5,0.01,15.86,1600.0,-1.73
1131,2019-07-01,45.43,41190.0,1.66,7.14,59.09,1.06,27.72,2.48,16.93,56960.0,5.68,51.91,11440.0,2.35,55.64,59.39,203.41,1600.0,10.69,21100.0,25.701403,159900.0,103.69,0.6,64.0,28645.0,-0.02,290.625,8091.16,583420.0,1.06,3044.9,25080000.0,2.22,96.84,0.74,1792.75,31.27,-0.42,5940.0,-1.01,16.13,730.33,1.7
1132,2019-07-02,44.91,46300.0,-1.14,7.14,56.25,-4.81,27.53,-0.69,16.99,44300.0,0.31,53.18,15860.0,2.45,54.79,38.17,200.87,460.28,10.24,12180.0,25.583685,62800.0,103.32,-0.36,64.0,28640.0,-0.02,289.25,8109.09,488380.0,0.22,3043.94,21450000.0,-0.03,96.73,-0.11,1779.75,42.96,-0.73,5895.5,-0.75,15.77,604.22,-2.23
1133,2019-07-03,46.98,71010.0,4.61,7.14,57.34,1.94,27.33,-0.73,16.76,29460.0,-1.36,53.4,11870.0,0.41,54.7,15.81,199.95,245.95,10.08,9480.0,25.730829,64600.0,103.59,0.26,64.0,28640.0,0.0,287.875,8170.23,408200.0,0.75,3015.26,21230000.0,-0.94,96.77,0.04,1787.5,28.68,0.44,5936.5,0.7,15.74,350.34,-0.19
1134,2019-07-05,46.62,35330.0,-0.77,7.14,57.51,1.25,27.21,1.38,16.7,41060.0,1.41,53.26,8250.0,0.04,54.43,26.47,198.81,311.4,9.92,9700.0,25.583685,68900.0,103.48,-0.38,63.5,28625.0,-0.02,286.5,8161.79,425690.0,-0.1,3011.06,15680000.0,0.19,97.29,0.54,1800.5,49.56,-0.22,5896.75,-0.36,15.83,298.66,0.57
1135,2019-07-08,46.07,29400.0,-1.18,7.14,57.66,0.26,27.67,1.69,16.33,40650.0,-2.17,52.32,9730.0,-1.76,53.92,32.93,197.27,193.79,9.68,8200.0,25.230534,78200.0,101.75,-1.67,63.5,28620.0,-0.02,286.55,8098.38,511730.0,-0.78,2933.36,21150000.0,-2.58,97.38,0.09,1806.25,41.63,0.32,5881.5,-0.26,15.95,549.91,0.76
1136,2019-07-09,46.01,30950.0,-0.13,7.14,57.83,0.29,27.42,-0.9,16.69,35220.0,2.16,54.89,18110.0,4.91,54.37,113.37,198.5,449.09,9.9,9170.0,25.053963,81900.0,101.07,-0.67,63.5,26664.0,-6.83,286.6,8141.73,468360.0,0.54,2928.23,14510000.0,-0.17,97.49,0.11,1820.0,88.07,0.76,5823.5,-0.99,15.87,381.23,-0.5
1137,2019-07-10,47.78,45730.0,3.85,7.14,60.43,4.5,29.13,6.24,16.26,29510.0,-2.59,53.9,11980.0,-1.8,54.76,33.03,200.1,474.66,10.11,16630.0,25.240345,80100.0,101.69,0.61,63.0,26665.0,0.0,286.65,8202.53,508180.0,0.75,2915.3,13550000.0,-0.44,97.1,-0.4,1848.5,71.26,1.57,5962.75,2.39,15.56,584.57,-1.95
1138,2019-07-11,47.72,37570.0,-0.13,7.14,60.2,-0.38,29.19,0.21,16.28,21980.0,0.16,53.25,9230.0,-1.21,54.68,16.97,200.66,859.59,10.19,8670.0,25.220724,87000.0,101.93,0.23,63.0,26658.0,-0.03,286.7,8196.04,483490.0,-0.08,2917.76,14370000.0,0.08,97.05,-0.05,1823.5,67.76,-1.35,5938.0,-0.42,15.61,521.07,0.32
1139,2019-07-12,49.02,46000.0,2.72,7.14,60.21,0.02,29.71,1.78,16.76,35950.0,2.91,54.26,10380.0,1.9,55.82,34.39,204.31,438.53,10.77,12400.0,25.573877,168800.0,103.3,1.35,63.0,26654.0,-0.02,286.75,8244.14,500700.0,0.59,2930.55,13780000.0,0.44,96.81,-0.25,1818.25,45.46,-0.29,5958.75,0.35,15.6,432.04,-0.06
1140,2019-07-15,50.7,55000.0,3.43,7.14,59.58,-1.05,29.99,0.94,16.69,32650.0,-0.41,55.35,12220.0,2.01,56.12,33.45,206.1,228.08,11.02,8490.0,25.730829,67600.0,104.13,0.8,63.0,27584.0,3.49,284.9,8258.18,470850.0,0.17,2942.19,16760000.000000002,0.4,96.93,0.12,1839.75,58.12,1.18,5997.25,0.65,15.43,443.18,-1.09
1141,2019-07-16,50.48,40740.0,-0.43,7.14,57.62,-3.29,29.42,-1.9,16.31,30340.0,-2.27,54.78,5390.0,-1.03,55.41,66.3,203.91,375.15,10.66,9930.0,25.721018,139800.0,104.14,0.02,63.0,27729.0,0.53,283.05,8222.8,473990.0,-0.43,2937.62,13180000.0,-0.16,97.39,0.47,1850.0,69.03,0.56,5959.5,-0.63,15.35,350.21,-0.52
1142,2019-07-17,50.97,48820.0,0.97,7.14,56.78,-1.46,29.42,0.0,16.37,20160.0,0.35,54.65,6210.0,-0.24,55.4,31.77,204.52,262.33,10.75,7200.0,25.613113,73600.0,103.8,-0.33,63.0,27725.0,-0.01,281.2,8185.21,473280.0,-0.46,2931.69,14960000.0,-0.2,97.22,-0.17,1848.0,30.08,-0.11,5982.25,0.38,15.24,332.12,-0.72
1143,2019-07-18,50.71,23820.0,-0.51,7.14,55.3,-2.61,28.71,-2.41,16.18,13940.0,-1.16,53.45,8960.0,-2.2,56.17,38.07,207.48,349.27,11.24,13270.0,25.642542,110500.0,103.15,-0.62,63.0,27721.0,-0.01,279.35,8207.24,487190.0,0.27,2901.18,14990000.0,-1.04,96.79,-0.44,1855.0,17.75,0.38,5966.5,-0.26,15.34,513.7,0.66
1144,2019-07-19,51.64,35240.0,1.83,7.14,55.63,0.6,29.85,3.97,16.22,28440.0,0.29,53.93,6010.0,0.9,56.24,41.97,207.24,437.32,11.17,9180.0,25.917212,287700.0,105.03,1.82,63.0,27721.0,0.0,277.5,8146.49,520020.0,-0.74,2924.2,14950000.0,0.79,97.15,0.37,1848.75,16.94,-0.34,6074.75,1.81,15.55,586.0,1.37
1145,2019-07-22,51.14,34230.0,-0.97,7.14,56.22,1.06,29.95,0.34,15.76,30970.0,-2.85,54.9,11530.0,1.8,57.31,41.48,211.2,909.92,11.82,13090.0,25.907406,94600.0,104.82,-0.2,63.0,27703.0,-0.06,276.6,8204.14,491480.0,0.71,2886.97,18070000.0,-1.27,97.26,0.11,1815.25,23.71,-1.81,6020.5,-0.89,15.11,637.77,-2.83
1146,2019-07-23,52.03,25120.0,1.74,7.14,56.77,0.98,30.76,2.7,16.38,42320.0,3.91,56.33,14110.0,2.6,57.97,65.16,213.91,432.51,12.27,10420.0,26.123215,107800.0,105.68,0.82,62.5,27699.0,-0.01,275.7,8251.4,474750.0,0.58,2899.94,12930000.0,0.45,97.7,0.45,1814.75,19.24,-0.03,5983.0,-0.62,15.29,435.19,1.19
1147,2019-07-24,52.98,55360.0,1.83,7.14,55.88,-1.57,30.13,-2.05,16.39,33430.0,0.1,56.34,10610.0,0.02,60.29,74.11,220.43,812.05,13.39,23550.0,26.289984,95800.0,106.28,0.56,62.5,27695.0,-0.01,274.8,8321.5,528510.0,0.85,2923.28,15520000.0,0.8,97.73,0.03,1824.25,16.4,0.52,5999.0,0.27,14.55,720.31,-4.84
1148,2019-07-25,45.76,112090.0,-13.63,7.14,56.02,0.25,29.94,-0.63,16.25,47790.0,-0.87,56.8,6900.0,0.82,59.27,92.91,216.73,615.5,12.71,14810.0,25.495398,141300.0,103.79,-2.34,62.5,27691.0,-0.01,273.9,8238.54,535590.0,-1.0,2937.36,14570000.0,0.48,97.82,0.09,1824.25,12.8,0.0,5985.25,-0.23,13.34,1010.0,-8.32
1149,2019-07-26,45.61,50140.0,-0.33,7.14,56.2,0.32,29.2,-2.47,16.1,21630.0,-0.94,57.42,10590.0,1.09,59.37,27.33,216.67,208.76,12.7,8840.0,25.564066,84000.0,103.46,-0.32,61.5,25691.0,-7.22,273.0,8330.21,529370.0,1.11,2944.54,13930000.0,0.24,98.01,0.19,1801.0,32.0,-1.27,5964.5,-0.35,13.87,540.59,3.97
1150,2019-07-29,47.15,46370.0,3.38,7.14,56.87,1.19,29.3,0.34,15.97,21910.0,-0.82,57.22,6340.0,-0.35,59.26,26.73,217.26,680.6,12.8,7940.0,25.397301,83200.0,102.78,-0.65,60.5,25674.0,-0.07,273.1,8293.33,511480.0,-0.44,2941.01,12800000.0,-0.12,98.04,0.03,1808.75,14.05,0.43,6015.75,0.86,13.85,335.13,-0.14
1151,2019-07-30,48.45,40550.0,2.76,7.14,58.05,2.07,28.76,-1.84,17.18,60340.0,7.61,57.08,7550.0,-0.24,59.68,45.66,216.77,263.21,12.71,5960.0,25.446348,87600.0,103.43,0.63,60.5,25670.0,-0.02,273.2,8273.61,510520.0,-0.24,2952.34,14830000.0,0.39,98.05,0.01,1800.25,17.4,-0.47,5938.5,-1.28,13.76,494.69,-0.65
1152,2019-07-31,48.32,45890.0,-0.27,7.14,58.58,0.91,28.84,0.28,16.6,40540.0,-3.4,55.95,8970.0,-1.98,58.46,95.31,209.58,458.19,11.49,21310.0,25.377682,120400.0,103.5,0.06,60.5,25666.0,-0.02,273.3,8175.42,758730.0,-1.19,2932.51,14110000.0,-0.67,98.52,0.48,1795.75,14.69,-0.25,5935.25,-0.05,13.59,389.03,-1.24
1153,2019-08-01,46.77,41300.0,-3.21,7.4,53.95,-7.9,30.29,5.03,16.37,27960.0,-1.36,55.73,8870.0,-0.39,57.87,83.71,205.44,859.57,10.8,25620.0,24.740051,197900.0,101.31,-2.12,60.5,25662.0,-0.02,273.4,8111.12,703640.0,-0.79,2908.77,14240000.0,-0.81,98.37,-0.15,1776.25,35.97,-1.09,5864.75,-1.19,13.61,459.72,0.15
1154,2019-08-02,46.87,30680.0,0.21,7.4,55.66,3.17,30.08,-0.69,15.76,44490.0,-3.73,54.39,8420.0,-2.4,57.07,46.86,202.41,776.29,10.29,16610.0,24.435951,139200.0,99.26,-2.02,59.5,25662.0,0.0,273.5,8004.07,584300.0,-1.32,2867.84,18490000.0,-1.41,98.07,-0.3,1765.0,33.79,-0.63,5720.5,-2.46,13.22,289.49,-2.87
1155,2019-08-05,45.66,35140.0,-2.58,7.4,54.69,-1.74,29.51,-1.89,15.41,24490.0,-2.2,52.38,10460.0,-3.7,54.8,87.34,193.67,837.08,8.95,22730.0,23.43536,245900.0,95.87,-3.41,59.0,25644.5,-0.07,274.3,7726.04,699010.0,-3.47,2821.5,16739999.999999998,-1.62,97.52,-0.56,1757.0,49.21,-0.45,5685.25,-0.62,12.69,697.88,-4.01
1156,2019-08-06,46.15,27820.0,1.07,7.4,53.63,-1.94,29.19,-1.08,15.62,39320.0,1.33,51.37,10840.0,-1.93,55.19,34.35,196.14,493.22,9.31,20330.0,23.46479,101300.0,95.08,-0.82,58.5,27875.0,8.7,275.1,7833.27,564770.0,1.39,2777.56,23110000.0,-1.56,97.63,0.11,1752.0,86.5,-0.28,5704.75,0.34,12.63,723.46,-0.47
1157,2019-08-07,46.68,23880.0,1.15,7.4,51.09,-4.74,29.04,-0.51,15.34,18850.0,-1.82,50.8,7110.0,-1.11,55.26,94.04,197.38,726.75,9.5,19700.0,23.827751,152100.0,96.4,1.38,58.5,27870.0,-0.02,275.9,7862.83,615180.0,0.38,2768.68,15770000.0,-0.32,97.54,-0.09,1736.75,77.57,-0.87,5745.0,0.71,11.91,2100.0,-5.66
1158,2019-08-08,47.66,26370.0,2.1,7.4,52.54,2.84,29.28,0.83,15.53,17150.0,1.27,50.86,7150.0,0.12,56.52,45.74,202.85,721.84,10.28,18790.0,24.681194,169300.0,99.58,3.3,58.5,28065.5,0.7,276.7,8039.16,659540.0,2.24,2794.55,14950000.0,0.93,97.62,0.08,1769.75,35.97,1.9,5781.0,0.63,12.72,1160.0,6.76
1159,2019-08-09,47.0,19490.0,-1.38,7.4,54.5,3.73,28.87,-1.4,15.56,23970.0,0.17,50.99,8580.0,0.26,55.47,44.26,199.31,631.21,9.7,17550.0,24.396711,300400.0,98.99,-0.59,58.5,28065.5,0.0,277.5,7959.14,568090.0,-1.0,2774.75,14820000.0,-0.71,97.49,-0.13,1762.5,39.18,-0.41,5768.25,-0.22,12.85,793.19,1.02
1160,2019-08-12,45.8,23320.0,-2.55,7.4,54.93,0.79,27.43,-4.99,15.82,17010.0,1.69,51.2,9070.0,0.41,54.87,14.05,196.7,392.72,9.36,12650.0,23.857178,108200.0,97.24,-1.76,58.5,31048.0,10.63,277.1,7863.41,536970.0,-1.2,2814.99,13160000.0,1.45,97.38,-0.11,1760.75,39.94,-0.1,5739.75,-0.49,12.26,980.41,-4.59
1161,2019-08-13,47.0,24340.0,2.62,7.4,57.1,3.95,27.83,1.46,16.0,25060.0,1.16,49.5,13530.0,-3.32,56.4,23.4,202.51,735.01,10.18,19920.0,23.965086,77000.0,96.47,-0.8,58.0,30044.0,-3.23,276.7,8016.36,604200.0,1.95,2797.26,13090000.0,-0.63,97.81,0.44,1775.75,48.5,0.85,5843.75,1.81,12.3,534.64,0.33
1162,2019-08-14,43.92,47810.0,-6.55,7.4,55.23,-3.27,27.65,-0.65,16.63,38700.0,3.94,50.29,9270.0,1.6,54.8,46.51,196.28,922.3,9.23,27960.0,23.23917,146400.0,95.1,-1.42,58.0,30040.0,-0.01,276.3,7773.94,637260.0,-3.02,2808.91,14400000.0,0.42,97.99,0.18,1765.75,55.56,-0.56,5769.75,-1.27,11.35,1400.0,-7.72
1163,2019-08-15,43.13,41160.0,-1.8,7.4,54.47,-1.38,26.72,-3.36,16.68,26820.0,0.25,50.11,6640.0,-0.36,54.8,47.71,195.92,322.83,9.15,15190.0,22.954687,290600.0,93.27,-1.93,57.0,32135.5,6.98,275.9,7766.62,539470.0,-0.09,2815.8,15280000.0,0.25,98.14,0.15,1772.25,15.62,0.37,5739.5,-0.52,10.95,859.9,-3.52
1164,2019-08-16,43.99,26040.0,1.99,7.4,54.87,0.73,26.67,-0.19,17.85,76090.0,7.03,51.07,9030.0,1.92,56.12,34.0,201.14,503.76,9.9,16280.000000000002,23.209738,129000.0,93.77,0.54,57.0,32135.5,0.0,275.5,7895.99,543840.0,1.67,2823.82,14860000.0,0.28,98.14,0.0,1782.0,19.35,0.55,5754.0,0.25,10.77,877.1,-1.64
1165,2019-08-19,45.37,26560.0,3.14,7.4,56.21,2.44,27.28,2.29,17.98,58280.0,0.74,52.1,10680.0,2.02,56.75,19.47,204.84,1520.0,10.47,16070.0,23.46479,108900.0,95.1,1.42,56.5,32117.5,-0.06,275.1,8002.81,500920.0,1.35,2883.1,21450000.0,2.1,98.35,0.21,1784.75,45.15,0.15,5769.5,0.27,10.93,841.0,1.49
1166,2019-08-20,45.17,20850.0,-0.44,7.4,56.34,0.23,26.97,-1.14,16.98,75400.0,-5.56,51.43,8800.0,-1.29,56.52,15.5,204.08,244.3,10.3,8730.0,23.46479,48500.0,95.38,0.29,56.5,32283.0,0.52,274.7,7948.56,452710.0,-0.68,2880.0,18970000.0,-0.11,98.19,-0.16,1782.0,61.94,-0.15,5716.25,-0.92,10.71,857.35,-2.01
1167,2019-08-21,44.17,39000.0,-2.21,7.4,55.68,-1.17,26.72,-0.93,17.31,37740.0,1.95,51.62,8570.0,0.37,56.83,37.46,205.75,233.45,10.59,9800.0,23.55308,97000.0,95.33,-0.05,56.5,32278.0,-0.02,274.3,8020.21,428160.0,0.9,2880.33,15900000.0,0.01,98.3,0.11,1780.0,57.97,-0.11,5730.0,0.24,10.83,820.59,1.12
1168,2019-08-22,44.43,32820.0,0.59,7.4,55.35,-0.59,26.36,-1.35,17.7,35760.0,2.25,50.21,21110.0,-2.73,56.73,20.67,205.89,2000.0,10.58,9780.0,22.886017,161100.0,92.88,-2.57,55.5,32273.0,-0.02,273.9,7991.39,456700.0,-0.36,2883.44,14920000.0,0.11,98.17,-0.13,1766.5,40.67,-0.76,5694.5,-0.62,11.03,1160.0,1.85
1169,2019-08-23,42.28,42800.0,-4.84,7.4,54.17,-2.13,25.79,-2.16,18.41,54150.0,4.01,48.89,24700.0,-2.63,54.44,63.53,196.81,565.78,9.21,31600.0,22.287624,245800.0,91.17,-1.84,54.5,32273.0,0.0,273.5,7751.77,598420.0,-3.0,2897.43,15920000.0,0.49,97.64,-0.54,1770.5,16.35,0.23,5632.5,-1.09,11.62,1420.0,5.35
1170,2019-08-26,43.0,25270.0,1.7,7.4,53.64,-0.98,26.52,2.83,18.68,41850.0,1.43,49.03,14230.0,0.29,54.58,17.59,198.48,332.85,9.44,11360.0,22.336676,181100.0,90.24,-1.02,53.5,32259.5,-0.04,272.3,7853.73,446370.0,1.32,2863.57,16990000.0,-1.17,98.08,0.45,1765.625,17.495,-0.16,5654.25,-0.16000000000000003,11.51,1110.0,-0.95
1171,2019-08-27,42.82,27100.0,-0.42,7.4,54.93,2.4,26.08,-1.66,18.6,33300.0,-0.39,49.54,14480.0,1.04,54.27,17.9,197.74,430.22,9.34,11280.0,22.179722,121900.0,89.84,-0.44,53.0,32246.0,-0.08,271.1,7826.95,532800.0,-0.34,2902.19,20810000.0,1.35,98.0,-0.08,1760.75,18.64,-0.55,5676.0,0.77,11.12,738.36,-3.39
1172,2019-08-28,43.12,16190.000000000002,0.7,7.4,55.78,1.55,26.66,2.22,18.25,27480.0,-1.87,49.81,17650.0,0.55,54.67,17.28,198.99,242.05,9.51,10620.0,22.346487,82700.0,90.51,0.75,53.0,32235.0,-0.03,269.9,7856.88,420870.0,0.38,2893.76,18310000.0,-0.29,98.21,0.21,1744.75,38.08,-0.91,5703.0,0.48,11.53,772.63,3.69
1173,2019-08-29,44.34,25920.0,2.83,7.4,56.71,1.67,27.12,1.73,18.65,21660.0,2.16,49.1,9740.0,-1.43,55.95,15.57,203.77,1250.0,10.16,18940.0,22.621155,181400.0,91.02,0.56,53.0,32235.0,0.0,268.7,7973.39,434250.0,1.48,2890.92,17860000.0,-0.1,98.51,0.31,1751.25,17.25,0.37,5707.5,0.08,12.0,812.89,4.08
1174,2019-08-30,45.12,46640.0,1.76,7.4,55.1,-2.84,26.95,-0.63,18.93,31500.0,1.52,49.45,10180.0,0.71,56.51,13.22,204.73,338.23,10.33,10600.0,22.925261,65100.0,92.64,1.78,52.0,32235.0,0.0,267.5,7962.88,467010.0,-0.13,2886.24,19400000.0,-0.16,98.92,0.42,1751.0,34.0,-0.01,5652.25,-0.97,12.17,555.61,1.42
1175,2019-09-03,45.0,26800.0,-0.27,7.06,53.94,-1.32,25.83,0.12,21.93,68380.0,5.3,49.49,9570.0,-0.46,55.56,16.43,201.36,944.47,9.79,12570.0,22.660397,127000.0,91.67,-0.19,51.5,33584.0,-0.02,267.875,7874.16,512490.0,-1.11,2930.15,18900000.0,0.21,99.0,0.08,1750.5,49.82,0.21,5610.75,-0.09,12.0,777.45,-1.4
1176,2019-09-04,44.14,28840.0,-1.91,7.06,56.26,4.3,26.1,1.05,22.15,42200.0,1.01,49.37,10700.0,-0.24,56.92,16.3,206.77,462.88,10.59,19160.0,22.866398,96300.0,92.23,0.62,51.5,34578.0,2.96,268.25,7976.88,509990.0,1.3,2957.41,22550000.0,0.93,98.45,-0.56,1772.5,63.49,1.26,5749.75,2.48,12.5,672.14,4.17
1177,2019-09-05,45.92,37020.0,4.03,7.06,56.3,0.07,26.11,0.04,21.44,55180.0,-3.23,50.14,17490.0,1.56,58.4,17.36,213.13,679.26,11.58,17810.0,23.298025,137000.0,94.2,2.13,50.0,35072.0,1.43,268.625,8116.83,542830.0,1.75,2985.86,30540000.0,0.96,98.41,-0.04,1781.5,70.35,0.51,5841.0,1.59,13.47,1670.0,7.76
1178,2019-09-06,45.49,20950.0,-0.94,7.06,56.52,0.39,25.67,-1.69,21.46,31660.0,0.12,50.49,14660.0,0.7,58.5,9.37,213.7,424.49,11.63,7130.0,23.454979,68800.0,94.95,0.8,50.0,35067.0,-0.01,269.0,8103.07,478400.0,-0.17,2999.6,21680000.0,0.46,98.39,-0.02,1788.5,48.94,0.39,5830.25,-0.18,14.08,1610.0,4.53
1179,2019-09-09,46.36,24010.0,1.91,7.06,57.85,2.35,25.6,-0.27,23.07,57460.0,7.48,51.58,19480.0,2.16,58.83,13.42,214.48,320.79,11.79,9320.0,23.7787,111300.0,96.28,1.4,50.0,35051.0,-0.05,269.3,8087.44,573750.0,-0.19,3024.74,24340000.0,0.84,98.28,-0.11,1797.0,87.17,0.48,5813.0,-0.3,14.64,1160.0,3.98
1180,2019-09-10,47.11,24420.0,1.62,7.06,57.4,-0.78,27.31,6.68,22.62,31560.0,-1.94,51.15,12840.0,-0.83,58.84,23.25,215.44,430.63,11.95,7000.0,23.984703,121300.0,96.94,0.68,50.0,35000.0,-0.15,269.6,8084.15,609350.0,-0.04,3021.2,24000000.0,-0.12,98.33,0.05,1818.5,89.95,1.2,5808.5,-0.08,15.07,1300.0,2.94
1181,2019-09-11,49.42,50210.0,4.9,7.06,55.75,-2.87,26.88,-1.57,22.91,37210.0,1.28,51.11,11640.0,-0.08,59.95,30.88,218.67,471.82,12.48,9790.0,24.445759,99000.0,98.88,2.0,50.0,35994.5,2.84,269.9,8169.68,595760.0,1.06,3008.81,22980000.0,-0.41,98.64,0.32,1822.5,84.86,0.22,5780.5,-0.48,15.25,1080.0,1.19
