,date,tesla,tesla_거래량,tesla_volatility,elec_fee,oil_price,oil_price_volatility,carbon_credits,carbon_credits_volatility,EVE종가,EVE거래량,EVE변동률,BYD종가,BYD거래량,BYD변동률,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility,PSI종가,PSI거래량,SOXX종가,SOXX거래량,SOXL종가,SOXL거래량,LIT조정종가,LIT거래량,SGL종가,SGL변동률,li_price,co,co_volatility,희토류가격,nasdaq,nasdaq_거래량,nasdaq_volatility,ssec,ssec_거래량,ssec_volatility,dollar,dollar_volatility,alu_price,alu_vol,alu_change,cu_price,cu_change,REGI_price,REGI_vol,REGI_change,snp_500,snp_500_volatility,kodex,kodex_거래량,kodex_volatility,tiger,tiger_거래량,tiger_volatility,tbx,tbx_거래량,tbx_volatility,검색량,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
611,2017-05-08,61.44,35030.0,-0.37,6.78,46.43,0.45,4.71,-3.09,15.83,11290.0,-0.13,48.79,3490.0,0.93,,,0.11,30.0,,,,,,,42.36,46.25,136.38,267.25,5.12,1860.0,26.221151,36300.0,106.29,0.1,122.0,54450.0,-1.09,190.6,6102.66,459300.0,0.03,3078.61,18050000.0,-0.79,99.06,0.42,1878.0,30.03,-1.26,5496.0,-1.56,12.25,718.9,3.81,2399.38,0.0,,,,,,,,,,70,9183.725274725275,7005.615384615385,2178.6923076923076,-678.2527472527472,-740.9560439560439,25467.406593406595,23.709917895785786,-7.432298524291322,-0.9358241758241758,-68.62483516483516,-3.791208791208791
612,2017-05-09,64.25,48380.0,4.57,6.78,45.88,-1.18,4.81,2.12,15.79,15540.0,-0.25,49.0,2480.0,0.43,,,0.125,100.0,,,,,,,42.84,55.94,137.73,426.98,5.27,4870.0,26.42321,185300.0,106.89,0.56,123.0,54550.0,0.18,189.45,6120.59,466700.0,0.29,3080.53,13510000.0,0.06,99.66,0.61,1868.5,57.69,-0.51,5513.25,0.31,12.5,610.99,2.04,2396.92,-0.1,,,,,,,,,,69,9200.42857142857,7018.0,2183.0,-678.2857142857143,-741.4285714285714,25478.285714285714,23.713599730198776,-7.419489147030105,-0.9357142857142857,-68.79285714285714,-3.7857142857142856
613,2017-05-10,65.04,28710.0,1.23,6.78,47.33,3.16,4.74,-1.46,15.66,17810.0,-0.82,48.0,3910.0,-2.04,,,0.105,250.0,,,,,,,43.65,76.34,140.65,834.54,5.61,6980.0,26.551786,78100.0,107.65,0.71,123.0,54550.0,0.0,188.3,6129.14,482510.0,0.14,3052.78,16079999.999999998,-0.9,99.67,0.01,1863.5,27.08,-0.27,5507.75,-0.1,12.45,413.31,-0.4,2399.63,0.11,,,,,,,,,,81,9217.131868131868,7030.384615384615,2187.3076923076924,-678.3186813186813,-741.9010989010989,25489.164835164836,23.717281564611767,-7.406679769768887,-0.9356043956043956,-68.96087912087913,-3.78021978021978
614,2017-05-11,64.62,23770.0,-0.65,6.78,47.83,1.06,4.64,-2.11,15.18,19780.0,-3.07,47.83,6210.0,-0.35,,,0.12,50.0,,,,,,,43.76,51.25,141.16,697.03,5.66,3790.0,26.625261,81300.0,107.95,0.28,123.0,54550.0,0.0,187.15,6115.96,452520.0,-0.22,3061.5,19130000.0,0.29,99.62,-0.05,1873.5,16.16,0.54,5539.5,0.58,11.85,327.7,-4.82,2394.44,-0.22,,,,,,,,,,90,9233.835164835165,7042.7692307692305,2191.6153846153848,-678.3516483516484,-742.3736263736264,25500.043956043955,23.720963399024757,-7.3938703925076705,-0.9354945054945055,-69.1289010989011,-3.7747252747252746
615,2017-05-12,64.96,20610.0,0.53,6.78,47.84,0.02,4.75,2.37,15.2,15760.0,0.13,48.03,3000.0,0.42,,,0.11,50.5,,,,,,,43.73,88.92,141.56,191.07,5.71,3030.0,26.625261,84900.0,107.78,-0.16,123.0,54550.0,0.0,186.0,6121.23,412460.0,0.09,3083.51,15970000.0,0.72,99.25,-0.37,1889.25,15.04,0.84,5569.0,0.53,11.65,349.99,-1.69,2390.9,-0.15,,,,,,,,,,82,9250.538461538461,7055.153846153846,2195.923076923077,-678.3846153846154,-742.8461538461538,25510.923076923078,23.724645233437748,-7.381061015246454,-0.9353846153846154,-69.29692307692308,-3.769230769230769
616,2017-05-15,63.18,38110.0,-2.74,6.78,48.85,2.11,4.68,-1.47,14.96,8910.0,-1.58,47.93,1900.0,-0.21,,,0.115,299.5,,,,,,,44.44,108.7,143.75,374.35,5.98,3980.0,26.900795,87600.0,108.69,0.84,123.0,54550.0,0.0,186.0,6149.67,452000.0,0.46,3090.23,13570000.0,0.22,98.91,-0.34,1902.25,20.33,0.69,5606.5,0.67,11.4,402.86,-2.15,2402.32,0.48,,,,,,,,,,72,9300.648351648351,7092.307692307692,2208.846153846154,-678.4835164835165,-744.2637362637363,25543.56043956044,23.735690736676716,-7.3426328834628025,-0.935054945054945,-69.80098901098901,-3.7527472527472527
617,2017-05-16,63.4,20760.0,0.35,6.78,48.66,-0.39,4.83,3.21,15.98,25870.0,6.82,48.65,3110.0,1.5,,,,,,,,,,,45.05,127.96,145.81,355.8,6.24,4140.0,27.029371,82100.0,109.41,0.66,123.0,54533.333333333336,-0.03,186.0,6169.87,460050.0,0.33,3112.96,17380000.0,0.74,98.11,-0.81,1923.0,57.75,1.09,5624.75,0.33,11.5,343.81,0.88,2400.67,-0.07,,,,,,,,,,73,9317.351648351649,7104.692307692308,2213.153846153846,-678.5164835164835,-744.7362637362637,25554.43956043956,23.739372571089707,-7.329823506201585,-0.934945054945055,-69.969010989011,-3.7472527472527473
618,2017-05-17,61.22,33560.0,-3.44,6.78,49.07,0.84,4.87,0.83,15.88,18250.0,-0.63,48.86,4240.0,0.43,,,0.1,100.0,,,,,,,42.73,196.73,139.52,1030.0,5.42,14550.0,26.303812,91600.0,107.2,-2.02,123.0,54516.666666666664,-0.06,186.0,6011.24,565780.0,-2.57,3104.44,16870000.0,-0.27,97.58,-0.54,1925.25,22.33,0.12,5613.0,-0.21,11.15,318.1,-3.04,2357.03,-1.82,,,,,,,,,,70,9334.054945054944,7117.076923076923,2217.4615384615386,-678.5494505494505,-745.2087912087912,25565.31868131868,23.743054405502697,-7.317014128940368,-0.9348351648351648,-70.13703296703297,-3.741758241758242
619,2017-05-18,62.61,28270.0,2.27,6.78,49.35,0.57,5.05,3.7,15.6,11440.0,-1.76,48.37,2070.0,-1.0,,,0.1,50.0,,,,,,,43.48,89.94,142.12,701.24,5.73,12280.0,26.239521,78900.0,106.5,-0.65,123.0,54500.0,-0.09,186.0,6055.13,511170.0,0.73,3090.14,14860000.0,-0.46,97.88,0.31,1923.75,10.56,-0.08,5580.75,-0.57,11.5,316.04,3.14,2365.72,0.37,,,,,,,,,,70,9350.758241758242,7129.461538461538,2221.769230769231,-678.5824175824176,-745.6813186813187,25576.197802197803,23.746736239915688,-7.304204751679151,-0.9347252747252748,-70.30505494505495,-3.7362637362637363
620,2017-05-19,62.17,23440.0,-0.7,6.78,50.33,1.99,5.14,1.78,15.55,11760.0,-0.32,48.55,2340.0,0.37,,,0.11,167.1,,,,,,,43.78,132.49,143.69,893.78,5.92,6930.0,26.873236,96100.0,108.35,1.74,124.0,54250.0,-0.46,186.0,6083.7,517150.0,0.47,3090.63,12960000.0,0.02,97.14,-0.76,1944.5,13.24,1.08,5687.25,1.91,11.4,272.19,-0.87,2381.73,0.68,,,,,,,,,,72,9367.461538461539,7141.846153846154,2226.076923076923,-678.6153846153846,-746.1538461538462,25587.076923076922,23.750418074328675,-7.291395374417934,-0.9346153846153846,-70.47307692307692,-3.730769230769231
621,2017-05-22,62.07,21650.0,-0.16,6.78,50.73,0.79,5.21,1.36,15.52,8250.0,-0.19,48.39,2470.0,-0.33,,,,,,,,,,,44.26,105.0,145.26,666.69,6.11,5240.0,26.919163,101000.0,108.89,0.5,124.0,54500.0,0.46,185.5,6133.62,421950.0,0.82,3075.68,15370000.0,-0.48,96.98,-0.16,1938.5,10.62,-0.31,5718.5,0.55,11.35,226.26,-0.44,2394.02,0.52,,,,,,,,,,70,9417.57142857143,7179.0,2239.0,-678.7142857142857,-747.5714285714286,25619.714285714286,23.761463577567646,-7.252967242634282,-0.9342857142857143,-70.97714285714287,-3.7142857142857144
622,2017-05-23,60.77,21590.0,-2.09,6.78,51.47,1.46,5.05,-3.07,15.49,12970.0,-0.19,48.79,4550.0,0.83,,,0.09,190.0,,,,,,,44.2,98.03,144.68,253.36,6.04,4480.0,26.864056,75700.0,108.88,-0.01,124.0,54500.0,0.0,185.0,6138.71,407730.0,0.08,3061.95,17830000.0,-0.45,97.35,0.38,1943.75,7.54,0.27,5722.0,0.06,11.3,250.29,-0.44,2398.42,0.18,,,,,,,,,,65,9434.274725274725,7191.384615384615,2243.3076923076924,-678.7472527472528,-748.0439560439561,25630.593406593405,23.765145411980637,-7.240157865373066,-0.9341758241758242,-71.14516483516483,-3.708791208791209
623,2017-05-24,62.04,25210.0,2.09,6.78,51.36,-0.21,5.22,3.37,15.67,12580.0,1.16,48.8,3290.0,0.02,,,0.115,50.0,,,,,,,44.47,83.3,145.62,339.56,6.15,3240.0,27.121216,56300.0,109.48,0.55,124.0,54500.0,0.0,184.5,6163.02,400250.0,0.4,3064.08,13980000.0,0.07,97.24,-0.11,1945.5,11.35,0.09,5702.5,-0.34,11.3,299.91,0.0,2404.39,0.25,,,,,,,,,,66,9450.978021978022,7203.7692307692305,2247.6153846153848,-678.7802197802198,-748.5164835164835,25641.472527472528,23.768827246393624,-7.227348488111849,-0.9340659340659341,-71.31318681318682,-3.7032967032967035
624,2017-05-25,63.37,25070.0,2.14,6.78,48.9,-4.79,5.29,1.34,15.51,10830.0,-1.02,48.75,3380.0,-0.1,,,0.105,250.0,,,,,,,44.68,78.27,146.36,337.85,6.26,3830.0,27.369186,148600.0,110.83,1.23,124.0,55350.0,1.56,184.0,6205.26,417080.0,0.69,3107.83,19140000.0,1.43,97.25,0.01,1960.75,13.15,0.78,5726.0,0.41,11.3,312.25,0.0,2415.07,0.44,,,,,,,,,,67,9467.68131868132,7216.153846153846,2251.923076923077,-678.8131868131868,-748.989010989011,25652.351648351647,23.772509080806614,-7.214539110850632,-0.9339560439560439,-71.48120879120879,-3.697802197802198
625,2017-05-26,65.03,39010.0,2.62,6.78,49.8,1.84,5.5,3.97,15.57,9250.0,0.39,49.11,4070.0000000000005,0.74,,,,,,,,,,,44.96,53.35,147.03,263.2,6.33,4320.0,27.562059,90200.0,111.57,0.67,124.0,55850.0,0.9,183.5,6210.19,373960.0,0.08,3110.06,15590000.0,0.07,97.44,0.2,1951.5,17.41,-0.47,5665.25,-1.06,11.3,355.29,0.0,2415.82,0.03,,,,,,,,,,72,9484.384615384615,7228.538461538462,2256.230769230769,-678.8461538461538,-749.4615384615385,25663.23076923077,23.776190915219605,-7.201729733589414,-0.9338461538461539,-71.64923076923077,-3.6923076923076925
626,2017-05-30,67.02,38910.0,3.06,6.78,49.66,-0.62,5.45,-0.73,,,,,,,,,0.1,188.0,,,,,,,45.27,75.41,148.01,392.32,6.46,4040.0,27.534506,73800.0,110.85,-0.15,124.0,56100.0,0.45,182.875,6203.19,402250.0,-0.11,,,,97.28,-0.16,1925.5,14.85,-1.33,5659.5,-0.1,11.05,387.45,-2.21,2412.91,-0.12,,,,,,,,,,69,9551.197802197803,7278.076923076923,2273.4615384615386,-678.978021978022,-751.3516483516484,25706.747252747253,23.790918252871563,-7.150492224544546,-0.9334065934065934,-72.32131868131869,-3.67032967032967
627,2017-05-31,68.2,49820.0,1.76,6.78,48.32,-2.7,5.27,-3.3,15.6,8430.0,0.19,49.85,5580.0,1.51,,,0.115,222.0,,,,,,,45.27,60.64,147.99,535.13,6.46,6340.0,27.378372,101400.0,110.27,-0.52,124.0,56350.0,0.45,182.25,6198.52,697150.0,-0.08,3117.18,15290000.0,0.23,96.92,-0.37,1927.75,19.72,0.12,5694.25,0.61,11.3,367.82,2.26,2411.8,-0.05,,,,,,,,,,67,9567.901098901099,7290.461538461538,2277.769230769231,-679.010989010989,-751.8241758241759,25717.62637362637,23.794600087284554,-7.13768284728333,-0.9332967032967033,-72.48934065934066,-3.6648351648351647
628,2017-06-01,68.07,38040.0,-0.19,7.19,48.36,0.08,5.37,1.9,14.6,14270.0,-6.41,49.33,3860.0,-1.04,,,0.1,70.0,,,,,,,45.32,42.65,148.14,354.44,6.47,3090.0,27.442663,60400.0,110.36,0.08,124.0,55850.0,-0.89,181.625,6246.83,502290.0,0.78,3102.62,16300000.0,-0.47,97.2,0.29,1926.5,17.64,-0.06,5702.5,0.14,11.45,364.62,1.33,2430.06,0.76,,,,,,,,,,73,9584.604395604396,7302.846153846154,2282.076923076923,-679.0439560439561,-752.2967032967033,25728.505494505494,23.798281921697544,-7.124873470022112,-0.9331868131868132,-72.65736263736264,-3.659340659340659
629,2017-06-02,67.97,27950.0,-0.15,7.19,47.66,-1.45,5.46,1.68,14.58,18490.0,-0.14,49.44,2530.0,0.22,,,,,,,,,,,45.82,71.37,149.65,432.48,6.67,5820.0,27.571245,86200.0,110.82,0.42,124.0,56350.0,0.9,181.0,6305.8,454570.0,0.94,3105.54,14250000.0,0.09,96.72,-0.49,1930.0,18.29,0.18,5685.5,-0.3,11.45,333.0,0.0,2439.07,0.37,,,,,,,,,,76,9601.307692307691,7315.2307692307695,2286.3846153846152,-679.0769230769231,-752.7692307692307,25739.384615384617,23.801963756110535,-7.112064092760895,-0.9330769230769231,-72.82538461538462,-3.6538461538461537
630,2017-06-05,69.46,33920.0,2.19,7.19,47.4,-0.55,5.47,0.18,14.8,15440.0,1.51,50.2,5090.0,1.54,,,0.1,150.0,,,,,,,45.82,109.2,150.01,328.88,6.72,4200.0,27.479403,97800.0,110.67,-0.14,124.0,56350.0,0.0,180.9,6295.68,398250.0,-0.16,3091.66,13260000.0,-0.45,96.8,0.08,1901.5,21.5,-1.48,5646.75,-0.68,11.35,281.62,-0.87,2436.1,-0.12,,,,,,,,,,69,9651.417582417582,7352.384615384615,2299.3076923076924,-679.1758241758242,-754.1868131868132,25772.021978021978,23.813009259349503,-7.073635960977244,-0.9327472527472528,-73.32945054945056,-3.6373626373626373
631,2017-06-06,70.57,55430.0,1.6,7.19,48.19,1.67,5.27,-3.66,14.41,13400.0,-2.64,50.0,2700.0,-0.4,,,0.1,20.0,,,,,,,46.07,90.3,150.5,413.56,6.79,5030.0,27.470215,49000.0,110.55,-0.11,124.0,56100.0,-0.44,180.8,6275.06,430500.0,-0.33,3102.13,11340000.0,0.34,96.64,-0.17,1899.5,20.97,-0.11,5617.5,-0.52,11.35,282.14,0.0,2429.33,-0.28,,,,,,,,,,70,9668.12087912088,7364.7692307692305,2303.6153846153848,-679.2087912087912,-754.6593406593406,25782.9010989011,23.816691093762493,-7.060826583716027,-0.9326373626373626,-73.49747252747252,-3.631868131868132
632,2017-06-07,71.93,46990.0,1.93,7.19,45.72,-5.13,5.18,-1.71,14.94,15980.0,3.68,50.5,4640.0,1.0,,,,,,,,,,,46.67,134.55,151.62,420.89,6.95,6450.0,27.451845,79100.0,110.53,-0.02,124.0,56225.0,0.22,180.7,6297.38,432540.0,0.36,3140.32,17320000.0,1.23,96.75,0.11,1904.25,33.99,0.25,5626.25,0.16,11.05,291.25,-2.64,2433.14,0.16,,,,,,,,,,80,9684.824175824177,7377.153846153846,2307.923076923077,-679.2417582417582,-755.1318681318681,25793.78021978022,23.820372928175484,-7.0480172064548094,-0.9325274725274726,-73.66549450549451,-3.6263736263736264
633,2017-06-08,74.0,45310.0,2.88,7.19,45.64,-0.17,5.35,3.28,14.94,16730.0,0.0,50.5,2750.0,0.0,,,,,,,,,,,47.57,104.12,154.39,539.16,7.31,7710.0,27.543688,57900.0,110.77,0.22,124.0,56350.0,0.22,180.6,6321.76,484130.0,0.39,3150.33,15230000.0,0.32,96.92,0.18,1901.0,25.86,-0.17,5745.25,2.12,11.2,287.43,1.36,2433.79,0.03,,,,,,,,,,74,9701.527472527472,7389.538461538462,2312.230769230769,-679.2747252747253,-755.6043956043956,25804.659340659342,23.82405476258847,-7.035207829193593,-0.9324175824175824,-73.83351648351649,-3.620879120879121
634,2017-06-09,71.46,86310.0,-3.43,7.19,45.83,0.42,5.34,-0.19,15.3,13880.0,2.41,50.24,3870.0,-0.51,,,,,,,,,,,45.28,312.07,147.9,1700.0,6.39,32180.0,27.451845,88700.0,110.61,-0.14,124.0,56000.0,-0.62,180.5,6207.92,670480.0,-1.8,3158.4,16010000.000000002,0.26,97.27,0.36,1905.0,21.76,0.21,5831.75,1.51,11.4,429.55,1.79,2431.77,-0.08,,,,,,,,,,78,9718.23076923077,7401.923076923077,2316.5384615384614,-679.3076923076923,-756.0769230769231,25815.53846153846,23.82773659700146,-7.022398451932376,-0.9323076923076923,-74.00153846153846,-3.6153846153846154
635,2017-06-12,71.8,52590.0,0.48,7.19,46.08,0.55,5.22,-2.25,15.18,11420.0,-0.78,50.5,5520.0,0.52,,,,,,,,,,,44.65,246.01,147.05,1760.0,6.28,22540.0,27.185505,56400.0,109.45,-1.05,124.0,56350.0,0.63,180.05,6175.47,604270.0,-0.52,3139.88,14670000.0,-0.59,97.14,-0.13,1886.0,30.06,-1.0,5759.75,-1.23,11.8,446.63,3.51,2429.39,-0.1,,,,,,,,,,70,9768.34065934066,7439.076923076923,2329.4615384615386,-679.4065934065934,-757.4945054945055,25848.175824175825,23.838782100240433,-6.983970320148725,-0.931978021978022,-74.5056043956044,-3.598901098901099
636,2017-06-13,75.19,59040.0,4.72,7.19,46.46,0.82,5.32,1.92,16.7,63670.0,10.01,51.82,8450.0,2.61,,,,,,,,,,,44.96,130.36,148.05,1070.0,6.41,14520.0,27.62635,90800.0,111.07,1.48,124.0,56600.0,0.44,179.6,6220.37,525010.0,0.73,3153.74,12830000.0,0.44,96.97,-0.18,1885.75,29.23,-0.01,5728.25,-0.55,11.95,273.65,1.27,2440.35,0.45,,,,,,,,,,75,9785.043956043955,7451.461538461538,2333.769230769231,-679.4395604395604,-757.967032967033,25859.054945054944,23.84246393465342,-6.971160942887508,-0.9318681318681319,-74.67362637362638,-3.5934065934065935
637,2017-06-14,76.13,64090.0,1.25,7.19,44.73,-3.72,5.24,-1.5,16.45,55350.0,-1.5,51.6,9110.0,-0.42,,,,,,,,,,,44.21,93.2,146.5,704.29,6.2,11180.0,27.387558,180500.0,110.31,-0.68,124.0,56600.0,0.0,179.15,6194.89,457030.0,-0.41,3130.67,13830000.0,-0.73,96.94,-0.03,1879.0,18.19,-0.36,5665.25,-1.1,12.0,929.41,0.42,2437.92,-0.1,,,,,,,,,,76,9801.747252747253,7463.846153846154,2338.076923076923,-679.4725274725274,-758.4395604395604,25869.934065934067,23.84614576906641,-6.95835156562629,-0.9317582417582417,-74.84164835164836,-3.587912087912088
638,2017-06-15,75.07,52130.0,-1.39,7.19,44.46,-0.6,5.25,0.19,16.63,26810.0,1.09,51.7,3950.0,0.19,,,,,,,,,,,43.52,135.36,145.34,1180.0,6.05,8830.0,26.909973,104400.0,108.41,-1.72,124.0,56600.0,0.0,178.7,6165.5,436590.0,-0.47,3132.49,14700000.0,0.06,97.43,0.51,1867.75,20.65,-0.6,5675.5,0.18,12.2,435.34,1.67,2432.46,-0.22,,,,,,,,,,75,9818.45054945055,7476.2307692307695,2342.3846153846152,-679.5054945054945,-758.9120879120879,25880.813186813186,23.8498276034794,-6.945542188365073,-0.9316483516483517,-75.00967032967033,-3.5824175824175826
639,2017-06-16,74.28,33650.0,-1.05,7.19,44.74,0.63,5.18,-1.33,16.63,39100.0,0.0,51.05,5120.0,-1.26,,,,,,,,,,,43.53,49.7,144.76,529.68,5.98,8160.0,27.011003,72300.0,108.69,0.26,124.0,57750.0,2.03,178.25,6151.76,1310000.0,-0.22,3123.17,12970000.0,-0.3,97.16,-0.28,1863.0,20.74,-0.25,5671.75,-0.07,12.38,1310.0,1.43,2433.15,0.03,,,,,,,,,,73,9835.153846153846,7488.615384615385,2346.6923076923076,-679.5384615384615,-759.3846153846154,25891.69230769231,23.85350943789239,-6.932732811103856,-0.9315384615384615,-75.17769230769231,-3.5769230769230766
640,2017-06-19,73.96,32750.0,-0.43,7.19,44.2,-1.21,5.23,0.97,16.79,22430.0,0.96,51.23,3630.0,0.35,,,,,,,,,,,44.34,76.83,147.51,485.22,6.32,11430.0,27.047739,101200.0,108.72,0.03,124.0,57500.0,-0.43,177.9,6239.01,447660.0,1.42,3144.37,13490000.0,0.68,97.55,0.4,1881.75,27.37,1.01,5725.0,0.94,12.0,331.77,-3.03,2453.46,0.83,,,,,,,,,,69,9885.263736263736,7525.7692307692305,2359.6153846153848,-679.6373626373627,-760.8021978021978,25924.32967032967,23.86455494113136,-6.894304679320205,-0.9312087912087913,-75.68175824175825,-3.5604395604395602
641,2017-06-20,74.45,37190.0,0.66,7.19,43.23,-2.19,5.27,0.76,17.25,42830.0,2.74,50.58,5000.0,-1.27,,,,,,,,,,,43.62,69.14,145.85,397.66,6.11,8810.0,26.854868,63400.0,108.44,-0.26,124.0,57708.333333333336,0.07666666666666672,177.55,6188.03,488690.0,-0.82,3140.01,14120000.0,-0.14,97.76,0.22,1886.5,73.76,0.25,5667.5,-1.0,12.35,411.36,2.92,2437.03,-0.67,,,,,,,,,,76,9901.967032967033,7538.153846153846,2363.923076923077,-679.6703296703297,-761.2747252747253,25935.20879120879,23.86823677554435,-6.881495302058988,-0.9310989010989011,-75.84978021978023,-3.5549450549450547
642,2017-06-21,75.28,24620.0,1.11,7.19,42.53,-1.62,5.18,-1.71,17.38,27210.0,0.75,50.95,5380.0,0.73,,,,,,,,,,,43.96,57.95,147.54,462.31,6.32,6390.0,26.763027,55700.0,107.65,-0.73,124.0,57916.666666666664,0.5833333333333335,177.2,6233.95,491840.0,0.74,3156.21,13670000.0,0.52,97.56,-0.2,1867.25,44.2,-1.02,5727.0,1.05,12.1,534.15,-2.02,2435.61,-0.06,,,,,,,,,,72,9918.670329670329,7550.538461538462,2368.230769230769,-679.7032967032967,-761.7472527472528,25946.08791208791,23.87191860995734,-6.868685924797771,-0.930989010989011,-76.0178021978022,-3.5494505494505493
643,2017-06-22,76.52,37650.0,1.65,7.19,42.74,0.49,5.17,-0.19,16.83,35700.0,-3.16,50.77,5530.0,-0.35,,,,,,,,,,,43.75,62.32,147.2,433.28,6.27,7080.0,26.68955,63100.0,107.35,-0.28,124.0,58125.0,1.09,176.85,6236.69,471360.0,0.04,3147.45,19130000.0,-0.28,97.59,0.03,1870.5,29.22,0.17,5740.5,0.24,12.0,343.33,-0.83,2434.5,-0.05,,,,,,,,,,75,9935.373626373626,7562.923076923077,2372.5384615384614,-679.7362637362637,-762.2197802197802,25956.967032967033,23.87560044437033,-6.855876547536553,-0.930879120879121,-76.18582417582418,-3.543956043956044
644,2017-06-23,76.69,32229.999999999996,0.22,7.19,43.01,0.63,5.17,0.0,17.07,22830.0,1.43,50.6,4600.0,-0.33,,,,,,,,,,,44.0,48.15,147.64,324.36,6.33,5440.0,26.827316,97400.0,107.83,0.45,124.0,58250.0,0.22,176.5,6265.25,1460000.0,0.46,3157.87,15480000.0,0.33,97.26,-0.34,1865.5,21.39,-0.27,5796.25,0.97,12.5,801.02,4.17,2438.3,0.16,,,,,,,,,,78,9952.076923076924,7575.307692307692,2376.846153846154,-679.7692307692307,-762.6923076923077,25967.846153846152,23.879282278783318,-6.8430671702753365,-0.9307692307692308,-76.35384615384615,-3.5384615384615383
645,2017-06-26,75.5,33020.0,-1.55,7.19,43.38,0.86,5.08,-1.74,17.26,22120.0,1.11,51.52,6760.0,1.82,,,,,,,,,,,43.59,73.18,146.37,627.61,6.17,11290.0,26.946712,151600.0,108.38,0.51,124.0,58750.0,0.86,176.5,6247.15,455730.0,-0.29,3185.44,17360000.0,0.87,97.43,0.17,1862.0,26.5,-0.19,5798.75,0.04,12.8,1190.0,2.4,2439.07,0.03,,,,,,,,,,71,10002.186813186814,7612.461538461539,2389.769230769231,-679.8681318681319,-764.1098901098901,26000.483516483517,23.89032778202229,-6.804639038491685,-0.9304395604395604,-76.85791208791208,-3.521978021978022
646,2017-06-27,72.47,34980.0,-4.01,7.19,44.24,1.98,5.25,3.35,16.96,14150.0,-1.74,51.47,4630.0,-0.1,,,,,,,,,,,42.32,211.62,142.11,640.52,5.67,13830.0,26.827316,93200.0,108.12,-0.24,124.0,58750.0,0.0,176.5,6146.62,490360.0,-1.61,3191.2,14820000.0,0.18,96.39,-1.07,1883.5,27.96,1.15,5847.75,0.85,12.65,553.59,-1.17,2419.38,-0.81,,,,,,,,,,73,10018.89010989011,7624.846153846154,2394.076923076923,-679.9010989010989,-764.5824175824176,26011.362637362636,23.89400961643528,-6.7918296612304685,-0.9303296703296704,-77.02593406593407,-3.5164835164835164
647,2017-06-28,74.25,31510.0,2.46,7.19,44.74,1.13,5.25,0.0,16.93,12340.0,-0.18,50.56,4710.0,-1.77,,,,,,,,,,,43.25,59.74,144.57,761.83,5.96,9800.0,27.056925,50800.0,108.53,0.38,124.0,59250.0,0.85,176.5,6234.41,461440.0,1.43,3173.2,14650000.0,-0.56,96.01,-0.39,1896.5,21.15,0.69,5878.75,0.53,12.55,466.9,-0.79,2440.69,0.88,,,,,,,,,,68,10035.593406593407,7637.2307692307695,2398.3846153846152,-679.934065934066,-765.054945054945,26022.24175824176,23.897691450848267,-6.779020283969252,-0.9302197802197802,-77.19395604395605,-3.510989010989011
648,2017-06-29,72.15,41110.0,-2.83,7.19,44.93,0.42,5.38,2.48,16.75,14460.0,-1.06,50.31,4120.0,-0.49,,,,,,,,,,,42.05,183.6,140.97,983.1,5.52,18420.0,26.570156,174700.0,107.5,-0.95,126.0,59750.0,0.84,176.5,6144.35,528050.0,-1.44,3188.06,12880000.0,0.47,95.63,-0.4,1915.75,31.99,1.02,5923.75,0.77,12.75,450.7,1.59,2419.7,-0.86,,,,,,,,,,71,10052.296703296703,7649.615384615385,2402.6923076923076,-679.967032967033,-765.5274725274726,26033.120879120877,23.901373285261258,-6.766210906708034,-0.9301098901098902,-77.36197802197802,-3.5054945054945055
649,2017-06-30,72.32,29240.0,0.24,7.19,46.04,2.47,5.34,-0.74,18.15,56490.0,8.36,49.95,5650.0,-0.72,,,,,,,,,,,41.73,109.46,140.2,497.59,5.43,8350.0,26.652815,67000.0,107.23,-0.25,126.0,59750.0,0.0,176.5,6140.42,501470.0,-0.06,3192.43,12150000.0,0.14,95.63,0.0,1919.5,27.31,0.2,5955.5,0.54,12.95,728.8,1.57,2423.41,0.15,,,,,,,,,,70,10069.0,7662.0,2407.0,-680.0,-766.0,26044.0,23.90505511967425,-6.753401529446817,-0.93,-77.53,-3.5
650,2017-07-03,70.52,31530.0,-2.49,7.31,47.07,2.24,5.45,2.06,19.24,70610.0,6.01,50.03,2560.0,0.16,,,,,,,,,,,41.3,83.61,138.28,590.59,5.2,6810.0,26.726292,71200.0,107.45,0.21,126.0,59420.0,-0.55,176.75,6110.06,272190.0,-0.49,3195.91,14030000.0,0.11,96.22,0.62,1926.75,29.13,0.38,5914.0,-0.7,13.1,484.99,1.16,2429.01,0.23,,,,,,,,,,28,10091.369565217392,7690.5,2400.8695652173915,-700.25,-786.9021739130435,26111.271739130436,23.798333672181386,-6.927639497280179,-0.9551086956521739,-76.3208695652174,-3.5652173913043477
