,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
1639,2021-06-08,40358.0,31540.666666666668,8817.333333333334,3039.84126984127,1917.3809523809523,54593.87301587302,21.823694127938243,7.491997066207393,1.6863492063492063,366.42698412698417,3.742857142857143
1640,2021-06-09,40452.0,31609.0,8843.0,3055.4761904761904,1933.8571428571427,54628.380952380954,21.837454394433287,7.514944516780744,1.7009523809523808,362.28904761904766,3.7714285714285714
1641,2021-06-10,40546.0,31677.333333333332,8868.666666666666,3071.1111111111113,1950.3333333333333,54662.88888888889,21.85121466092833,7.537891967354096,1.7155555555555555,358.15111111111116,3.8
1642,2021-06-11,40640.0,31745.666666666668,8894.333333333334,3086.746031746032,1966.8095238095239,54697.39682539683,21.864974927423376,7.560839417927447,1.7301587301587302,354.01317460317466,3.8285714285714283
1643,2021-06-14,40734.0,31814.0,8920.0,3102.3809523809523,1983.2857142857142,54731.90476190476,21.878735193918423,7.583786868500798,1.7447619047619047,349.8752380952381,3.857142857142857
1644,2021-06-15,40828.0,31882.333333333332,8945.666666666666,3118.015873015873,1999.7619047619046,54766.4126984127,21.892495460413468,7.60673431907415,1.7593650793650792,345.7373015873016,3.8857142857142857
1645,2021-06-16,40922.0,31950.666666666668,8971.333333333334,3133.6507936507937,2016.2380952380952,54800.920634920636,21.906255726908512,7.629681769647501,1.773968253968254,341.5993650793651,3.9142857142857146
1646,2021-06-17,41016.0,32019.0,8997.0,3149.285714285714,2032.7142857142858,54835.42857142857,21.92001599340356,7.652629220220852,1.7885714285714285,337.4614285714286,3.942857142857143
1647,2021-06-18,41110.0,32087.333333333332,9022.666666666666,3164.920634920635,2049.190476190476,54869.93650793651,21.933776259898604,7.675576670794204,1.803174603174603,333.3234920634921,3.9714285714285715
1648,2021-06-21,41204.0,32155.666666666668,9048.333333333334,3180.5555555555557,2065.6666666666665,54904.444444444445,21.947536526393648,7.698524121367555,1.8177777777777777,329.1855555555556,4.0
1649,2021-06-22,41298.0,32224.0,9074.0,3196.190476190476,2082.142857142857,54938.95238095238,21.961296792888692,7.721471571940906,1.8323809523809524,325.04761904761904,4.0285714285714285
1650,2021-06-23,41392.0,32292.333333333332,9099.666666666666,3211.8253968253966,2098.6190476190477,54973.46031746032,21.97505705938374,7.744419022514258,1.846984126984127,320.90968253968254,4.057142857142857
1651,2021-06-24,41486.0,32360.666666666668,9125.333333333334,3227.4603174603176,2115.095238095238,55007.968253968254,21.988817325878784,7.767366473087609,1.8615873015873015,316.77174603174603,4.085714285714285
1652,2021-06-25,41580.0,32429.0,9151.0,3243.095238095238,2131.5714285714284,55042.47619047619,22.00257759237383,7.79031392366096,1.8761904761904762,312.63380952380953,4.114285714285714
1653,2021-06-28,41674.0,32497.333333333332,9176.666666666666,3258.7301587301586,2148.047619047619,55076.98412698413,22.016337858868873,7.813261374234312,1.8907936507936507,308.49587301587303,4.142857142857143
1654,2021-06-29,41768.0,32565.666666666664,9202.333333333334,3274.3650793650795,2164.523809523809,55111.49206349206,22.03009812536392,7.836208824807663,1.9053968253968252,304.35793650793653,4.171428571428572
1655,2021-06-30,41862.0,32634.0,9228.0,3290.0,2181.0,55146.0,22.043858391858965,7.8591562753810145,1.92,300.22,4.2
1656,2021-07-01,41939.90625,32686.953125,9252.953125,3308.671875,2201.109375,55188.0,22.06046439760434,7.885943120207284,1.93828125,298.988125,4.234375
1657,2021-07-02,42017.8125,32739.90625,9277.90625,3327.34375,2221.21875,55230.0,22.077070403349712,7.912729965033554,1.9565625,297.75625,4.26875
1658,2021-07-06,42095.71875,32792.859375,9302.859375,3346.015625,2241.328125,55272.0,22.093676409095085,7.939516809859825,1.97484375,296.524375,4.3031250000000005
1659,2021-07-07,42173.625,32845.8125,9327.8125,3364.6875,2261.4375,55314.0,22.11028241484046,7.966303654686095,1.993125,295.2925,4.3375
1660,2021-07-08,42251.53125,32898.765625,9352.765625,3383.359375,2281.546875,55356.0,22.126888420585832,7.993090499512364,2.01140625,294.060625,4.371875
1661,2021-07-09,42329.4375,32951.71875,9377.71875,3402.03125,2301.65625,55398.0,22.143494426331202,8.019877344338635,2.0296875,292.82875,4.40625
1662,2021-07-12,42407.34375,33004.671875,9402.671875,3420.703125,2321.765625,55440.0,22.160100432076575,8.046664189164904,2.04796875,291.596875,4.440625
1663,2021-07-13,42485.25,33057.625,9427.625,3439.375,2341.875,55482.0,22.17670643782195,8.073451033991175,2.06625,290.365,4.4750000000000005
1664,2021-07-14,42563.15625,33110.578125,9452.578125,3458.046875,2361.984375,55524.0,22.193312443567322,8.100237878817444,2.08453125,289.133125,4.509375
1665,2021-07-15,42641.0625,33163.53125,9477.53125,3476.71875,2382.09375,55566.0,22.209918449312696,8.127024723643714,2.1028124999999998,287.90125,4.54375
1666,2021-07-16,42718.96875,33216.484375,9502.484375,3495.390625,2402.203125,55608.0,22.22652445505807,8.153811568469985,2.12109375,286.669375,4.578125
1667,2021-07-19,42796.875,33269.4375,9527.4375,3514.0625,2422.3125,55650.0,22.243130460803442,8.180598413296254,2.139375,285.4375,4.6125
1668,2021-07-20,42874.78125,33322.390625,9552.390625,3532.734375,2442.421875,55692.0,22.259736466548816,8.207385258122525,2.15765625,284.205625,4.6468750000000005
1669,2021-07-21,42952.6875,33375.34375,9577.34375,3551.40625,2462.53125,55734.0,22.27634247229419,8.234172102948795,2.1759375,282.97375,4.68125
1670,2021-07-22,43030.59375,33428.296875,9602.296875,3570.078125,2482.640625,55776.0,22.292948478039563,8.260958947775064,2.19421875,281.74187500000005,4.715625
1671,2021-07-23,43108.5,33481.25,9627.25,3588.75,2502.75,55818.0,22.309554483784936,8.287745792601335,2.2125,280.51,4.75
1672,2021-07-26,43186.40625,33534.203125,9652.203125,3607.421875,2522.859375,55860.0,22.326160489530306,8.314532637427604,2.2307812499999997,279.27812500000005,4.784375000000001
1673,2021-07-27,43264.3125,33587.15625,9677.15625,3626.09375,2542.96875,55902.0,22.34276649527568,8.341319482253875,2.2490625,278.04625000000004,4.8187500000000005
1674,2021-07-28,43342.21875,33640.109375,9702.109375,3644.765625,2563.078125,55944.0,22.359372501021053,8.368106327080145,2.2673437499999998,276.81437500000004,4.853125
1675,2021-07-29,43420.125,33693.0625,9727.0625,3663.4375,2583.1875,55986.0,22.375978506766426,8.394893171906414,2.285625,275.58250000000004,4.8875
1676,2021-07-30,43498.03125,33746.015625,9752.015625,3682.109375,2603.296875,56028.0,22.3925845125118,8.421680016732685,2.30390625,274.35062500000004,4.921875
1677,2021-08-02,43575.9375,33798.96875,9776.96875,3700.78125,2623.40625,56070.0,22.409190518257173,8.448466861558954,2.3221875,273.11875000000003,4.956250000000001
1678,2021-08-03,43653.84375,33851.921875,9801.921875,3719.453125,2643.515625,56112.0,22.425796524002546,8.475253706385224,2.34046875,271.88687500000003,4.9906250000000005
1679,2021-08-04,43731.75,33904.875,9826.875,3738.125,2663.625,56154.0,22.44240252974792,8.502040551211495,2.3587499999999997,270.65500000000003,5.025
1680,2021-08-05,43809.65625,33957.828125,9851.828125,3756.796875,2683.734375,56196.0,22.459008535493293,8.528827396037764,2.37703125,269.423125,5.059375
1681,2021-08-06,43887.5625,34010.78125,9876.78125,3775.46875,2703.84375,56238.0,22.475614541238667,8.555614240864035,2.3953124999999997,268.19125,5.09375
1682,2021-08-09,43965.46875,34063.734375,9901.734375,3794.140625,2723.953125,56280.0,22.492220546984036,8.582401085690304,2.41359375,266.959375,5.128125000000001
1683,2021-08-10,44043.375,34116.6875,9926.6875,3812.8125,2744.0625,56322.0,22.50882655272941,8.609187930516574,2.431875,265.7275,5.1625000000000005
1684,2021-08-11,44121.28125,34169.640625,9951.640625,3831.484375,2764.171875,56364.0,22.525432558474783,8.635974775342845,2.45015625,264.495625,5.196875
1685,2021-08-12,44199.1875,34222.59375,9976.59375,3850.15625,2784.28125,56406.0,22.542038564220157,8.662761620169114,2.4684375,263.26375,5.23125
1686,2021-08-13,44277.09375,34275.546875,10001.546875,3868.828125,2804.390625,56448.0,22.55864456996553,8.689548464995385,2.4867187499999996,262.031875,5.265625
1687,2021-08-16,44355.0,34328.5,10026.5,3887.5,2824.5,56490.0,22.575250575710903,8.716335309821655,2.505,260.8,5.300000000000001
1688,2021-08-17,44432.90625,34381.453125,10051.453125,3906.171875,2844.609375,56532.0,22.591856581456277,8.743122154647924,2.52328125,259.568125,5.3343750000000005
1689,2021-08-18,44510.8125,34434.40625,10076.40625,3924.84375,2864.71875,56574.0,22.60846258720165,8.769908999474195,2.5415625,258.33625,5.36875
1690,2021-08-19,44588.71875,34487.359375,10101.359375,3943.515625,2884.828125,56616.0,22.625068592947024,8.796695844300464,2.5598437499999998,257.104375,5.403125
1691,2021-08-20,44666.625,34540.3125,10126.3125,3962.1875,2904.9375,56658.0,22.641674598692397,8.823482689126735,2.578125,255.8725,5.4375
1692,2021-08-23,44744.53125,34593.265625,10151.265625,3980.859375,2925.046875,56700.0,22.65828060443777,8.850269533953005,2.59640625,254.640625,5.471875000000001
1693,2021-08-24,44822.4375,34646.21875,10176.21875,3999.53125,2945.15625,56742.0,22.67488661018314,8.877056378779274,2.6146874999999996,253.40875,5.5062500000000005
1694,2021-08-25,44900.34375,34699.171875,10201.171875,4018.203125,2965.265625,56784.0,22.691492615928514,8.903843223605545,2.63296875,252.176875,5.540625
1695,2021-08-26,44978.25,34752.125,10226.125,4036.875,2985.375,56826.0,22.708098621673887,8.930630068431814,2.65125,250.945,5.575
1696,2021-08-27,45056.15625,34805.078125,10251.078125,4055.546875,3005.484375,56868.0,22.72470462741926,8.957416913258085,2.66953125,249.713125,5.609375
1697,2021-08-30,45134.0625,34858.03125,10276.03125,4074.21875,3025.59375,56910.0,22.741310633164634,8.984203758084355,2.6878124999999997,248.48125,5.643750000000001
1698,2021-08-31,45211.96875,34910.984375,10300.984375,4092.890625,3045.703125,56952.0,22.757916638910007,9.010990602910624,2.70609375,247.24937500000001,5.6781250000000005
1699,2021-09-01,45289.875,34963.9375,10325.9375,4111.5625,3065.8125,56994.0,22.77452264465538,9.037777447736895,2.7243749999999998,246.0175,5.7125
1700,2021-09-02,45367.78125,35016.890625,10350.890625,4130.234375,3085.921875,57036.0,22.791128650400754,9.064564292563164,2.74265625,244.785625,5.746875
1701,2021-09-03,45445.6875,35069.84375,10375.84375,4148.90625,3106.03125,57078.0,22.807734656146128,9.091351137389434,2.7609375,243.55375,5.78125
1702,2021-09-07,45523.59375,35122.796875,10400.796875,4167.578125,3126.140625,57120.0,22.8243406618915,9.118137982215705,2.77921875,242.321875,5.815625000000001
1703,2021-09-08,45601.5,35175.75,10425.75,4186.25,3146.25,57162.0,22.84094666763687,9.144924827041974,2.7975,241.09,5.8500000000000005
1704,2021-09-09,45679.40625,35228.703125,10450.703125,4204.921875,3166.359375,57204.0,22.857552673382244,9.171711671868245,2.8157812499999997,239.858125,5.884375
1705,2021-09-10,45757.3125,35281.65625,10475.65625,4223.59375,3186.46875,57246.0,22.874158679127618,9.198498516694514,2.8340625,238.62625,5.91875
1706,2021-09-13,45835.21875,35334.609375,10500.609375,4242.265625,3206.578125,57288.0,22.89076468487299,9.225285361520784,2.8523437499999997,237.394375,5.953125
1707,2021-09-14,45913.125,35387.5625,10525.5625,4260.9375,3226.6875,57330.0,22.907370690618365,9.252072206347055,2.870625,236.1625,5.987500000000001
1708,2021-09-15,45991.03125,35440.515625,10550.515625,4279.609375,3246.796875,57372.0,22.923976696363738,9.278859051173324,2.88890625,234.93062500000002,6.0218750000000005
1709,2021-09-16,46068.9375,35493.46875,10575.46875,4298.28125,3266.90625,57414.0,22.94058270210911,9.305645895999595,2.9071875,233.69875000000002,6.05625
1710,2021-09-17,46146.84375,35546.421875,10600.421875,4316.953125,3287.015625,57456.0,22.957188707854485,9.332432740825865,2.92546875,232.46687500000002,6.090625
1711,2021-09-20,46224.75,35599.375,10625.375,4335.625,3307.125,57498.0,22.973794713599858,9.359219585652134,2.9437499999999996,231.235,6.125
1712,2021-09-21,46302.65625,35652.328125,10650.328125,4354.296875,3327.234375,57540.0,22.99040071934523,9.386006430478405,2.96203125,230.003125,6.159375000000001
1713,2021-09-22,46380.5625,35705.28125,10675.28125,4372.96875,3347.34375,57582.0,23.007006725090605,9.412793275304674,2.9803125,228.77125,6.1937500000000005
1714,2021-09-23,46458.46875,35758.234375,10700.234375,4391.640625,3367.453125,57624.0,23.023612730835975,9.439580120130945,2.99859375,227.539375,6.228125
1715,2021-09-24,46536.375,35811.1875,10725.1875,4410.3125,3387.5625,57666.0,23.04021873658135,9.466366964957214,3.0168749999999998,226.3075,6.2625
1716,2021-09-27,46614.28125,35864.140625,10750.140625,4428.984375,3407.671875,57708.0,23.05682474232672,9.493153809783484,3.03515625,225.075625,6.296875
1717,2021-09-28,46692.1875,35917.09375,10775.09375,4447.65625,3427.78125,57750.0,23.073430748072095,9.519940654609755,3.0534375,223.84375,6.331250000000001
1718,2021-09-29,46770.09375,35970.046875,10800.046875,4466.328125,3447.890625,57792.0,23.09003675381747,9.546727499436024,3.0717187499999996,222.611875,6.3656250000000005
1719,2021-09-30,46848.0,36023.0,10825.0,4485.0,3468.0,57834.0,23.106642759562842,9.573514344262295,3.09,221.38,6.4
1720,2021-10-01,46956.984375,36088.53125,10868.453125,4516.84375,3500.046875,57901.140625,23.14058827505809,9.613293091686947,3.11828125,220.925625,6.4515625000000005
1721,2021-10-04,47065.96875,36154.0625,10911.90625,4548.6875,3532.09375,57968.28125,23.17453379055334,9.653071839111599,3.1465625,220.47125,6.503125000000001
1722,2021-10-05,47174.953125,36219.59375,10955.359375,4580.53125,3564.140625,58035.421875,23.208479306048588,9.69285058653625,3.17484375,220.016875,6.5546875
1723,2021-10-06,47283.9375,36285.125,10998.8125,4612.375,3596.1875,58102.5625,23.242424821543835,9.732629333960903,3.203125,219.5625,6.60625
1724,2021-10-07,47392.921875,36350.65625,11042.265625,4644.21875,3628.234375,58169.703125,23.276370337039086,9.772408081385555,3.23140625,219.108125,6.6578125
1725,2021-10-08,47501.90625,36416.1875,11085.71875,4676.0625,3660.28125,58236.84375,23.310315852534334,9.812186828810207,3.2596875,218.65375,6.7093750000000005
1726,2021-10-11,47610.890625,36481.71875,11129.171875,4707.90625,3692.328125,58303.984375,23.34426136802958,9.851965576234857,3.28796875,218.199375,6.760937500000001
1727,2021-10-12,47719.875,36547.25,11172.625,4739.75,3724.375,58371.125,23.378206883524832,9.891744323659509,3.31625,217.745,6.8125
1728,2021-10-13,47828.859375,36612.78125,11216.078125,4771.59375,3756.421875,58438.265625,23.41215239902008,9.931523071084161,3.34453125,217.290625,6.8640625
1729,2021-10-14,47937.84375,36678.3125,11259.53125,4803.4375,3788.46875,58505.40625,23.446097914515327,9.971301818508813,3.3728124999999998,216.83625,6.915625
1730,2021-10-15,48046.828125,36743.84375,11302.984375,4835.28125,3820.515625,58572.546875,23.480043430010575,10.011080565933465,3.40109375,216.381875,6.9671875000000005
1731,2021-10-18,48155.8125,36809.375,11346.4375,4867.125,3852.5625,58639.6875,23.513988945505826,10.050859313358117,3.429375,215.9275,7.01875
1732,2021-10-19,48264.796875,36874.90625,11389.890625,4898.96875,3884.609375,58706.828125,23.547934461001073,10.09063806078277,3.45765625,215.473125,7.0703125
1733,2021-10-20,48373.78125,36940.4375,11433.34375,4930.8125,3916.65625,58773.96875,23.58187997649632,10.130416808207421,3.4859375,215.01875,7.121875
1734,2021-10-21,48482.765625,37005.96875,11476.796875,4962.65625,3948.703125,58841.109375,23.615825491991572,10.170195555632073,3.51421875,214.564375,7.1734375
1735,2021-10-22,48591.75,37071.5,11520.25,4994.5,3980.75,58908.25,23.64977100748682,10.209974303056725,3.5425,214.11,7.225
1736,2021-10-25,48700.734375,37137.03125,11563.703125,5026.34375,4012.796875,58975.390625,23.683716522982067,10.249753050481377,3.57078125,213.655625,7.2765625
1737,2021-10-26,48809.71875,37202.5625,11607.15625,5058.1875,4044.84375,59042.53125,23.717662038477318,10.28953179790603,3.5990625,213.20125,7.328125
1738,2021-10-27,48918.703125,37268.09375,11650.609375,5090.03125,4076.890625,59109.671875,23.751607553972566,10.329310545330681,3.62734375,212.746875,7.3796875
1739,2021-10-28,49027.6875,37333.625,11694.0625,5121.875,4108.9375,59176.8125,23.785553069467813,10.369089292755332,3.655625,212.2925,7.43125
